統一編號,商業名稱,商業地址,歇業日期,Longitude,Latitude,縣市,行政區
93187331,英旻服飾店,臺北市大安區信義路4段65號,1140425,121.545483,25.033534,臺北市,大安區
93187923,御嘉興業商行,臺北市中山區民生東路1段29號6樓之4,1140425,121.525124,25.058197,臺北市,中山區
93190151,禎華商行,臺北市中山區民生東路1段29號6樓之4,1140425,121.525124,25.058197,臺北市,中山區
93197577,無與倫比企業社,臺北市大同區重慶北路2段197號11樓之1,1140425,121.513709,25.060452,臺北市,大同區
99358424,平山家日本料理店,臺北市大安區新生南路3段106號3樓之1,1140425,121.532833,25.016786,臺北市,大安區
01714770,金文利銀樓,臺北市文山區景美街9號之1、1樓,1140428,121.541781,24.99249,臺北市,文山區
04317873,建成五金行,臺北市大同區承德路2段136號1樓,1140428,121.517999,25.059346,臺北市,大同區
21755670,八斗子小吃店,臺北市內湖區環山路1段96號,1140428,121.567809,25.086514,臺北市,內湖區
25547597,協瑩企業行,臺北市萬華區和平西路3段320號,1140428,121.492645,25.035302,臺北市,萬華區
42342541,萬國食品行,臺北市萬華區環河南路3段101號11樓之1,1140428,121.490714,25.025027,臺北市,萬華區
42421572,一加一五金行,臺北市北投區中央南路1段154號1樓,1140428,121.500924,25.129605,臺北市,北投區
72992036,三合商行,臺北市松山區南京東路5段163之8號,1140428,121.562757,25.051651,臺北市,松山區
88202810,山索羅顧問企業社,臺北市中山區南京西路1之1號10樓,1140428,121.521814,25.052534,臺北市,中山區
88356645,申旺商行,臺北市內湖區安泰街114巷21號7樓,1140428,121.616558,25.077587,臺北市,內湖區
88382279,中研食品企業社,臺北市信義區基隆路1段186號11樓之8,1140428,121.564787,25.042092,臺北市,信義區
93191573,均鮮餐飲,臺北市內湖區康寧路3段189巷21弄11號1樓,1140428,121.612561,25.070851,臺北市,內湖區
93195212,慕牧工作室,臺北市大安區敦化南路1段161巷45之1號,1140428,121.551349,25.043604,臺北市,大安區
94919778,凡雄眼鏡行,臺北市大安區復興南路2段401號,1140428,121.54357,25.021647,臺北市,大安區
99985776,印象十九小吃店,臺北市信義區崇德街28號,1140428,121.553636,25.024256,臺北市,信義區
00546287,雷醺諾商行,臺北市松山區南京東路四段52巷8之1號,1140429,121.553492,25.050747,臺北市,松山區
26340721,良金企業社,臺北市中正區汀州路1段100號,1140429,121.507521,25.030145,臺北市,中正區
42521782,劉進財店,臺北市信義區福德街232巷3號1樓,1140429,121.584605,25.038665,臺北市,信義區
72977823,億禾商行,臺北市中山區南京東路2段163號,1140429,121.535878,25.05223,臺北市,中山區
72991732,文華四品工作室,臺北市中山區錦州街159號3樓之2,1140429,121.529867,25.06044,臺北市,中山區
75085310,關於咖啡,臺北市松山區民生東路4段97巷1弄21號,1140429,121.551474,25.058315,臺北市,松山區
75904789,德旺商行,臺北市內湖區文德路22巷61號2樓,1140429,121.580573,25.075247,臺北市,內湖區
75934593,伊鍋一精緻小火鍋,臺北市北投區中央南路1段147號1樓,1140429,121.501152,25.129726,臺北市,北投區
76378320,簡碳工作室,臺北市士林區承德路4段179巷7號地下樓,1140429,121.523315,25.087895,臺北市,士林區
77406730,雅琦行,臺北市士林區大東路16之13號1樓,1140429,121.525257,25.087858,臺北市,士林區
79816470,鹹酥杰食堂,臺北市士林區克強路10巷19弄3號4樓,1140429,121.523695,25.109691,臺北市,士林區
83906375,三川夾子園,臺北市萬華區西寧南路70號2樓之10,1140429,121.506047,25.043486,臺北市,萬華區
88294331,極惡移動洗車行,臺北市中山區林森北路399巷15號1樓,1140429,121.526026,25.059474,臺北市,中山區
88367848,口可商行,臺北市萬華區環河南路1段181號11樓之2,1140429,121.498811,25.040669,臺北市,萬華區
93128299,盈順早午餐,臺北市信義區莊敬路325巷44號,1140429,121.564459,25.028634,臺北市,信義區
12371168,長通工商企業社,臺北市中山區南京東路3段219號9樓,1140430,121.543104,25.052067,臺北市,中山區
17772276,佑祥服裝行,臺北市萬華區艋舺大道86巷16號,1140430,121.503071,25.032935,臺北市,萬華區
25562082,昂姿髮藝名店,臺北市大安區師大路60號2樓,1140430,121.52822,25.024546,臺北市,大安區
38461713,杰樺企業社,臺北市北投區中央南路2段63號,1140430,121.500224,25.123006,臺北市,北投區
38462972,東峯商行,臺北市萬華區中華路2段336號3樓之6,1140430,121.504363,25.029508,臺北市,萬華區
42293112,秀玲時尚花坊,臺北市大同區酒泉街176號1樓,1140430,121.511435,25.07202,臺北市,大同區
42297692,彼微髮藝坊,臺北市南港區中坡南路19號,1140430,121.583033,25.0434,臺北市,南港區
42517149,安立早餐店,臺北市大安區瑞安街286號,1140430,121.538974,25.025912,臺北市,大安區
72674052,台成工程行,臺北市大安區忠孝東路4段162號9樓之1,1140430,121.550289,25.041284,臺北市,大安區
72911490,嬉花工作室,臺北市內湖區瑞光路235巷21號7樓,1140430,121.578742,25.074977,臺北市,內湖區
72921286,鼎裕餐飲,臺北市大同區錦西街89號,1140430,121.515068,25.059692,臺北市,大同區
72922519,胡饕米粉湯,臺北市信義區永吉路30巷158弄3號1樓,1140430,121.568563,25.042424,臺北市,信義區
72932143,美樂餐廳,臺北市中山區林森北路133巷35號1樓,1140430,121.526476,25.050854,臺北市,中山區
75930175,旺饕餐飲商行,臺北市中正區羅斯福路3段284巷8號1樓,1140430,121.531837,25.016038,臺北市,中正區
88087092,秀皇音樂餐廳,臺北市中山區南京東路1段132巷28之3號地下二層,1140430,121.526712,25.050198,臺北市,中山區
88203389,千捷娛樂企業社,臺北市文山區興隆路4段163之2號,1140430,121.561964,24.984152,臺北市,文山區
88358165,興饕餐飲商行,臺北市中山區興安街78之12號1樓,1140430,121.541315,25.056,臺北市,中山區
88362421,鑫盈商行,臺北市萬華區武昌街2段50巷17號,1140430,121.506953,25.04426,臺北市,萬華區
88371667,六味津商行,臺北市士林區德行東路109巷111號1樓,1140430,121.528692,25.111378,臺北市,士林區
88377141,捷適能運動工作室,臺北市內湖區康樂街136巷3弄18號地下1層之1,1140430,121.618927,25.072489,臺北市,內湖區
88394182,喜品企業社,臺北市大安區大安路1段65號4樓之3,1140430,121.546277,25.042535,臺北市,大安區
91698603,德沐整合行銷,臺北市大安區大安路2段17號,1140430,121.546097,25.032302,臺北市,大安區
93142356,荃熊食品社,臺北市內湖區康寧路3段12之2號1樓,1140430,121.606596,25.072557,臺北市,內湖區
93204036,時刻地窟企業社,臺北市北投區溫泉路68之3號1樓,1140430,121.504748,25.135034,臺北市,北投區
