SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,district,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEE002248,379670100G,臺北市政府,臺北市市場處,商圈市集,龍山寺地下街商場B2F廣場A,,TAIFO,108,臺北市,萬華區,108臺北市萬華區西園路一段145號B2F,121.4996377,25.0363568,Taipei City Government,Taipei City Market Administration Office,Commercial District and Market,Longshan Temple Underground Mall B2F Plaza A,Taipei City,Wanhua District,"B2F., No. 145, Sec. 1, Xiyuan Rd., Wanhua Dist., Taipei City?108?, Taiwan (R.O.C.)"
TPEE002249,379670100G,臺北市政府,臺北市市場處,商圈市集,龍山寺地下街商場B2F廣場B,,TAIFO,108,臺北市,萬華區,108臺北市萬華區西園路一段145號B2F,121.5002496,25.036235,Taipei City Government,Taipei City Market Administration Office,Commercial District and Market,Longshan Temple Underground Mall B2F Plaza B,Taipei City,Wanhua District,"B2F., No. 145, Sec. 1, Xiyuan Rd., Wanhua Dist., Taipei City?108?, Taiwan (R.O.C.)"
TPEE002250,379670100G,臺北市政府,臺北市市場處,商圈市集,龍山寺地下街商場B2F商場46前,,TAIFO,108,臺北市,萬華區,108臺北市萬華區西園路一段145號B2F,121.5001584,25.0357128,Taipei City Government,Taipei City Market Administration Office,Commercial District and Market,Longshan Temple Underground Mall B2F Shop 46 Front,Taipei City,Wanhua District,"B2F., No. 145, Sec. 1, Xiyuan Rd., Wanhua Dist., Taipei City?108?, Taiwan (R.O.C.)"
TPEE002251,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B2F閱覽室,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B2F,121.5383316,25.0292523,Taipei City Government,Taipei Public Library,Library,Reading Room on B2F of Taipei Public Library,Taipei City,Da’an District,"B2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002252,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B2F兒童說故事室,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B2F,121.5384170,25.0291610,Taipei City Government,Taipei Public Library,Library,Children's Storytelling Room on B2F of Taipei Public Library,Taipei City,Da’an District,"B2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002253,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B2F資料檢索區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B2F,121.5383295,25.0290668,Taipei City Government,Taipei Public Library,Library,Data Retrieval Area on B2F of Taipei Public Library,Taipei City,Da’an District,"B2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002254,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B2F演講廳東北側,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B2F,121.5381618,25.0288886,Taipei City Government,Taipei Public Library,Library,Northeast side of Lecture Hall on B2F of Taipei Public Library,Taipei City,Da’an District,"B2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002255,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B2F演講廳西側,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B2F,121.5383295,25.0290668,Taipei City Government,Taipei Public Library,Library,West side of Lecture Hall on B2F of Taipei Public Library,Taipei City,Da’an District,"B2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002256,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B2F演講廳東南側,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B2F,121.5383209,25.0290572,Taipei City Government,Taipei Public Library,Library,Southeast side of Lecture Hall on B2F of Taipei Public Library,Taipei City,Da’an District,"B2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002257,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B1F學齡兒童讀物區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B1F,121.5381509,25.0288936,Taipei City Government,Taipei Public Library,Library,Children's Books Area for School-age Children on B1F of Taipei Public Library,Taipei City,Da’an District,"B1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002258,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B1F服務臺,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B1F,121.5381315,25.0289439,Taipei City Government,Taipei Public Library,Library,Service Desk on B1F of Taipei Public Library,Taipei City,Da’an District,"B1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002259,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B1F吳大猷書房,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B1F,121.5382050,25.0291609,Taipei City Government,Taipei Public Library,Library,Wu Da-You Study on B1F of Taipei Public Library,Taipei City,Da’an District,"B1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002260,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館B1F藝廊,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號B1F,121.5381509,25.0288936,Taipei City Government,Taipei Public Library,Library,Art Gallery on B1F of Taipei Public Library,Taipei City,Da’an District,"B1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002261,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館1F閱覽典藏課,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號1F,121.5383326,25.0293043,Taipei City Government,Taipei Public Library,Library,Reading Room Collection Course on 1F of Taipei Public Library,Taipei City,Da’an District,"1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002262,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館1F推廣課,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號1F,121.5384170,25.0291610,Taipei City Government,Taipei Public Library,Library,Promotional Course on 1F of Taipei Public Library,Taipei City,Da’an District,"1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002263,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館1F學習E樂園,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號1F,121.5381618,25.0288886,Taipei City Government,Taipei Public Library,Library,Learning E-Park on 1F of Taipei Public Library,Taipei City,Da’an District,"1F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002264,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館2F中外文期刊區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號2F,121.5383316,25.0292523,Taipei City Government,Taipei Public Library,Library,Chinese and Foreign Periodicals Area on 2F of Taipei Public Library,Taipei City,Da’an District,"2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002265,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館2F中文期刊區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號2F,121.5383316,25.0292523,Taipei City Government,Taipei Public Library,Library,Chinese Periodicals Area on 2F of Taipei Public Library,Taipei City,Da’an District,"2F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002266,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館3F外文參考資料區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號3F,121.5381321,25.0294166,Taipei City Government,Taipei Public Library,Library,Foreign Reference Materials Area on 3F of Taipei Public Library,Taipei City,Da’an District,"3F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002267,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館4F採編課,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號4F,121.5381618,25.0288886,Taipei City Government,Taipei Public Library,Library,Collection and Editing Course on 4F of Taipei Public Library,Taipei City,Da’an District,"4F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002268,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館4F筆記型電腦區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號4F,121.5383306,25.0292003,Taipei City Government,Taipei Public Library,Library,Laptop Area on 4F of Taipei Public Library,Taipei City,Da’an District,"4F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002269,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館4F閱覽區東北,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號4F,121.5382050,25.0291609,Taipei City Government,Taipei Public Library,Library,Northeast Reading Area on 4F of Taipei Public Library,Taipei City,Da’an District,"4F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002270,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館4F閱覽區西南,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號4F,121.5381618,25.0288886,Taipei City Government,Taipei Public Library,Library,Southwest Reading Area on 4F of Taipei Public Library,Taipei City,Da’an District,"4F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002271,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館5F閱覽區西北,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號5F,121.5381618,25.0288886,Taipei City Government,Taipei Public Library,Library,Northwest Reading Area on 5F  of Taipei Public Library,Taipei City,Da’an District,"5F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002272,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館5F閱覽區東南,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號5F,121.5384170,25.0291610,Taipei City Government,Taipei Public Library,Library,Reading Area Southeast on 5F of Taipei Public Library,Taipei City,Da’an District,"5F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002273,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館6F自修區西北,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號6F,121.5383222,25.0288336,Taipei City Government,Taipei Public Library,Library,Self-study Area Northwest on 6F of Taipei Public Library,Taipei City,Da’an District,"6F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002274,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館6F自修區東南,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號6F,121.5382050,25.0291609,Taipei City Government,Taipei Public Library,Library,Self-study Area Southeast on 6F of Taipei Public Library,Taipei City,Da’an District,"6F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002275,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館7F資訊室,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號7F,121.5382050,25.0291609,Taipei City Government,Taipei Public Library,Library,Information Room on 7F of Taipei Public Library,Taipei City,Da’an District,"7F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002276,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館7F秘書室,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號7F,121.5382050,25.0291609,Taipei City Government,Taipei Public Library,Library,Secretary's Office on 7F of Taipei Public Library,Taipei City,Da’an District,"7F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002277,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館7F館長室前方,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號7F,121.5383247,25.0291573,Taipei City Government,Taipei Public Library,Library,In front of the Director's Office on 7F of Taipei Public Library,Taipei City,Da’an District,"7F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002278,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館7F人事室東側走廊,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號7F,121.5381618,25.0288886,Taipei City Government,Taipei Public Library,Library,East Corridor of the Personnel Office on 7F of Taipei Public Library,Taipei City,Da’an District,"7F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002279,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館8F視聽資料閱覽區西南,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號8F,121.5381315,25.0289439,Taipei City Government,Taipei Public Library,Library,Audiovisual Materials Reading Area Southwest on 8F of Taipei Public Library,Taipei City,Da’an District,"8F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002280,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館8F服務臺,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號8F,121.5381509,25.0288936,Taipei City Government,Taipei Public Library,Library,Service Desk on 8F of Taipei Public Library,Taipei City,Da’an District,"8F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002281,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館8F視聽資料閱覽區東側,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號8F,121.5380818,25.0292653,Taipei City Government,Taipei Public Library,Library,Audiovisual Materials Reading Area East on 8F of Taipei Public Library,Taipei City,Da’an District,"8F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002282,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館8F辦公室外,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號8F,121.5383346,25.0294093,Taipei City Government,Taipei Public Library,Library,Outside of the Offices on 8F of Taipei Public Library,Taipei City,Da’an District,"8F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002283,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館9F影印區,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號9F,121.5379815,25.0291522,Taipei City Government,Taipei Public Library,Library,Photocopying Area on 9F of Taipei Public Library,Taipei City,Da’an District,"9F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002284,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館10F會議廳,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號10F,121.5381722,25.0286666,Taipei City Government,Taipei Public Library,Library,Conference Room on 10F of Taipei Public Library,Taipei City,Da’an District,"10F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002285,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館10F會議室,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號10F,121.5381501,25.0286059,Taipei City Government,Taipei Public Library,Library,Meeting Room on 10F of Taipei Public Library,Taipei City,Da’an District,"10F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002286,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館10F會議廳外走廊,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號10F,121.5381509,25.0288936,Taipei City Government,Taipei Public Library,Library,Corridor Outside of the Conference Room on 10F of Taipei Public Library,Taipei City,Da’an District,"10F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002287,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館11F臺北市樂齡學習示範中心,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號11F,121.5381509,25.0288936,Taipei City Government,Taipei Public Library,Library,Taipei City Center for Senior Citizens' Learning and Demonstration on 11F of Taipei Public Library,Taipei City,Da’an District,"11F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002288,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館總館11F研習教室,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段125號11F,121.5381509,25.0288936,Taipei City Government,Taipei Public Library,Library,Study Room on 11F of Taipei Public Library,Taipei City,Da’an District,"11F, No. 125, Section 2, Jianguo South Road, Da'an District, Taipei City, 106"
TPEE002289,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫院本部1F兒童發展評估療育中心綜合治療室門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5097295,25.0508369,Taipei City Government,Taipei City United Hospital,Hospital,"The entrance of Comprehensive treatment room in Child Development Assessment and Treatment Center on 1F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002290,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫院本部1F兒童發展評估療育中心護理站東側,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5098599,25.0510537,Taipei City Government,Taipei City United Hospital,Hospital,"The east of Nursing stationinChild Development Assessment and Treatment Center on 1F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002291,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫本部2F兒童發展評估療育中心201會議室門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5097295,25.0508369,Taipei City Government,Taipei City United Hospital,Hospital,"The entrance of 201 Meeting RoominChild Development Assessment and Treatment Center on 2F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002292,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫本部3F301會議室門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5097295,25.0508369,Taipei City Government,Taipei City United Hospital,Hospital,"The entrance of 301 Meeting Room on 3F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002293,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫本部3F企劃行政中心大門內門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5097295,25.0508369,Taipei City Government,Taipei City United Hospital,Hospital,"The entrance of 301 Meeting Room on 3F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002294,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫本部4F健康關懷客服中心門口前,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5097295,25.0508369,Taipei City Government,Taipei City United Hospital,Hospital,"The entrance of Planning administrative center on 4F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002295,379141400P,臺北市政府,臺北市立聯合醫院,醫院,北市聯醫本部4F醫療事務室緊急出口右前方柱子旁,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5097295,25.0508369,Taipei City Government,Taipei City United Hospital,Hospital,"The entrance of Health Care Customer Service Center on 4F, Taipei City United Hospital",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002296,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區B1F藥劑科走廊,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5094684,25.0514331,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The east of Medical office on B1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002297,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區B1F腫瘤治療科服務台西側,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5092666,25.0512876,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The west side of Tumor Therapy Information on B1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002298,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區B1F病歷室,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5094481,25.0513604,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The Medical record room Medical record room on B1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002299,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區B1F美食街,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5094311,25.0511271,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The food street on B1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002300,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區B1F解剖病理科,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5090743,25.0515931,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The Anatomical pathology on B1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002301,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區1F大廳藥局,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5095383,25.0511821,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The pharmacy on 1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002302,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區1F健檢中心,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5094711,25.0514371,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The Health check center on 1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002303,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區1FX光室後方,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5093661,25.0517675,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"Behind of X-ray room on 1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002304,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區1F放設科櫃台,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5095323,25.0515581,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The Radiology on 1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002305,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區1F急診大門,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5089797,25.0515336,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The Emergency door on 1F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002306,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區2F居家護理庫房門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5095051,25.0510962,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance of Home care warehouse on 2F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002307,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區2F老人健康檢查服務處門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5096258,25.0515214,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance of Elderly Health Inspection Service on 2F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002308,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區2F家庭醫學科門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5093575,25.0515871,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance of Division of Family medicine on 2F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002309,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區2F小兒科門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5090822,25.0516382,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance of Division of Pediatrics on 2F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002310,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區2F中醫科門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5088942,25.0516793,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance of Division of Chinese medicine on 2F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002311,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區2F精神科門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5091402,25.0513634,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance of Division of Psychiatry on 2F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002312,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區3F運動治療室門外走廊,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5093842,25.0510962,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The hallwayof Sports treatment room on 3F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
TPEE002313,379140200P,臺北市政府,臺北市立聯合醫院中興院區,醫院,北市聯醫中興院區3F資訊室會議室門口,,TAIFO,103,臺北市,大同區,103臺北市大同區鄭州路145號,121.5094002,25.0513529,Taipei City Government,"Taipei City Hospital, Zhongxing Branch",Hospital,"The entrance ofInformation Technology Office and Meeting room on 3F, Taipei City Hospital, Zhongxing Branch",Taipei City,Datong District,"No.145,Zhengzhou Rd.,Datong Dist.,Taipei City103,Taiwan,R.O.C."
