SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,district,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEE000001,379530800H,臺北市政府,臺北市公共運輸處,公車站,天母棒球場-N-忠誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路二段77號前方候車亭,121.5318822,25.1133101,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Tianmu Baseball Stadium N-Sec. 2, Zhongcheng rd.",Taipei City,Shilin District,"The bus station front of No. 77, Sec. 2, Zhongcheng Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000002,379530800H,臺北市政府,臺北市公共運輸處,公車站,陽明高中-W2-中正路,,TAIFO,111,臺北市,士林區,111臺北市士林區中正路497號對面候車亭,121.5180071,25.0922602,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Yangming High School W2-Zhongzheng rd.,Taipei City,Shilin District,"The bus station on the opposite side of No. 497, Zhongzheng Rd., Shilin District, Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000003,379530800H,臺北市政府,臺北市公共運輸處,公車站,衛理女中-E-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段321號對面候車亭,121.5526898,25.1016655,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Wesley Girls High School E-Sec. 2, Zhishan rd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 321, Sec. 2, Zhishan Rd., Shilin District, Taipei City 111, Taiwan, R.O.C."
TPEE000004,379530800H,臺北市政府,臺北市公共運輸處,公車站,泰北中學-E1-福林路,,TAIFO,111,臺北市,士林區,111臺北市士林區福林路240號(泰北高中旁)候車亭,121.5335200,25.0971700,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Private Taibei Senior High School-E1-Fulin Rd.,Taipei City,Shilin District,"The bus station(Next to Taibei High School) No. 240, Fulin Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000005,379530800H,臺北市政府,臺北市公共運輸處,公車站,士林高商-S-士商路,,TAIFO,111,臺北市,士林區,111臺北市士林區士商路153號對面附近候車亭,121.5171050,25.0941540,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shilin High School of Commerce S-Shishang rd.,Taipei City,Shilin District,"The bus station on the opposite side of No. 153, Shishang Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000006,379530800H,臺北市政府,臺北市公共運輸處,公車站,雨農國小-W-雨聲街,,TAIFO,111,臺北市,士林區,111臺北市士林區忠義街1號雨農國小後門候車亭(雨聲街本線上),121.5302360,25.1047015,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Yu Nong Elementary School-W-Yusheng St.,Taipei City,Shilin District,"The bus station at the back door of Yu Nong Elementary School(Yusheng St Main Line) No. 1, Zhongyi St., Shilin Dist., Taipei City?111?, Taiwan (R.O.C.)"
TPEE000007,379530800H,臺北市政府,臺北市公共運輸處,公車站,社子國小-N-延平北路六段,,TAIFO,111,臺北市,士林區,111臺北市士林區延平北路六段308號旁候車亭,121.5026565,25.0898162,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shezi Elementary School-N-Section 6 of Yanping North Road,Taipei City,Shilin District,"The bus station near No. 308, Sec. 6, Yanping N. Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000011,379530800H,臺北市政府,臺北市公共運輸處,公車站,市立臺北特教學校-N-忠誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路二段207巷1號旁候車亭(忠誠路2段本線),121.5346782,25.1172725,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei School of Special Education N-Sec. 2, Zhongcheng rd.",Taipei City,Shilin District,"The bus station next to No. 1, Ln. 207, Sec. 2, Zhongcheng Rd., Shilin Dist., Taipei City?111?, Taiwan (R.O.C.)(Zhongcheng Rd Section 2 Main Line)"
TPEE000012,379530800H,臺北市政府,臺北市公共運輸處,公車站,市立臺北特教學校-S-忠誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路二段200號前方候車亭,121.5342892,25.1171160,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei School of Special Education S-Sec. 2, Zhongcheng rd.",Taipei City,Shilin District,"The bus station front of No. 200, Sec. 2, Zhongcheng Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000013,379530800H,臺北市政府,臺北市公共運輸處,公車站,天母棒球場-S-忠誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路二段134號前候車亭,121.5322068,25.1141673,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Tianmu Baseball Stadium S-Sec. 2, Zhongcheng rd.",Taipei City,Shilin District,"The bus station front of No. 134, Sec. 2, Zhongcheng Rd., Shilin District, Taipei City 111, Taiwan, R.O.C."
TPEE000014,379530800H,臺北市政府,臺北市公共運輸處,公車站,蘭雅國中-S1-忠誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路二段27號對面候車亭,121.5303708,25.1095358,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lanya Junior High School S1-Sec. 2, Zhongcheng rd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 27, Sec. 2, Zhongcheng Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000015,379530800H,臺北市政府,臺北市公共運輸處,公車站,雨農國小-S1-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段105號前候車亭,121.5285365,25.1050735,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Yunong Elementary School S1-Sec. 1, Zhongcheng rd.",Taipei City,Shilin District,"The bus station front of No. 105, Sec. 1, Zhongcheng Rd., Shilin District, Taipei City 111,Taiwan (R.O.C.)"
TPEE000016,379530800H,臺北市政府,臺北市公共運輸處,公車站,聯合醫院陽明院區-E-忠義街,,TAIFO,111,臺北市,士林區,111臺北市士林區忠義街40號對面候車亭,121.5305183,25.1053931,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Tcuh Yangming Branch-Zhongyi st.,Taipei City,Shilin District,"The bus station on the opposite side of No. 40, Zhongyi St., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000017,379530800H,臺北市政府,臺北市公共運輸處,公車站,蘭雅國中-N1-忠誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路二段27號旁候車亭,121.5306476,25.109507,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lanya Junior High School N1-Sec. 2, Zhongcheng rd.",Taipei City,Shilin District,"The bus station next to No. 27, Sec. 2, Zhongcheng Rd., Shilin Dist., Taipei City?111?, Taiwan (R.O.C.)"
TPEE000018,379530800H,臺北市政府,臺北市公共運輸處,公車站,福林國小-W1-中正路,,TAIFO,111,臺北市,士林區,111臺北市士林區中正路115號對面候車亭,121.5296462,25.0961985,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Fulin Elementary School W1-Zhongzheng rd.,Taipei City,Shilin District,"The bus station on the opposite side of No. 115 Zhongzheng Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000019,379530800H,臺北市政府,臺北市公共運輸處,公車站,泰北中學-W1-福林路,,TAIFO,111,臺北市,士林區,111臺北市士林區福林路209號旁候車亭,121.5339960,25.0977680,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taibei High School W1-Fulin rd.,Taipei City,Shilin District,"The bus station near No. 209, Fulin Rd., Shilin District, Taipei City 111, Taiwan, R.O.C."
TPEE000020,379530800H,臺北市政府,臺北市公共運輸處,公車站,福林國小-E1-中正路,,TAIFO,111,臺北市,士林區,111臺北市士林區中正路116號對面候車亭,121.5290116,25.0959099,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Fulin Elementary School E1-Zhongzheng rd.,Taipei City,Shilin District,"The bus station on the opposite side of No. 116, Zhongzheng Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000021,379530800H,臺北市政府,臺北市公共運輸處,公車站,陽明高中-E1-中正路,,TAIFO,111,臺北市,士林區,111臺北市士林區中正路519號附近候車亭,121.5169976,25.0911829,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Yangming High School E1-Zhongzheng rd.,Taipei City,Shilin District,"The bus station near No. 519, Zhongzheng Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000022,379530800H,臺北市政府,臺北市公共運輸處,公車站,士林監理站-N-承德路五段,,TAIFO,111,臺北市,士林區,111臺北市士林區重慶北路四段58號前方候車亭,121.5146053,25.0952285,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shilin Motor Vehicle Supervision Station - N - Section 5 of Chengde Road,Taipei City,Shilin District,"The bus station front No. 58, Sec. 4, Chongqing N. Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000024,379530800H,臺北市政府,臺北市公共運輸處,公車站,小北街-N-文林路,,TAIFO,111,臺北市,士林區,111臺北市士林區文林路235號對面候車亭,121.5269690,25.0907090,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Xiaobei St-N-Wenlin Rd.,Taipei City,Shilin District,"The bus station on the opposite side of  No. 235, Wenlin Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000025,379530800H,臺北市政府,臺北市公共運輸處,公車站,天母棒球場-士東-E-士東路,,TAIFO,111,臺北市,士林區,111臺北市士林區士東路180號候車亭,121.5322983,25.1125028,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Tianmu Baseball Stadium-ShidongE-Shidong rd.,Taipei City,Shilin District,"The bus station near No. 180, Shidong Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000026,379530800H,臺北市政府,臺北市公共運輸處,公車站,福安國中-N-延平北路七段,,TAIFO,111,臺北市,士林區,111臺北市士林區延平北路七段250號候車亭,121.4874770,25.1032420,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Fuan Elementary School N-Sec. 7, Yanping N. rd.",Taipei City,Shilin District,"The bus station No. 250, Sec. 7, Yanping N. Rd., Shilin District, Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000027,379530800H,臺北市政府,臺北市公共運輸處,公車站,華興中學-N-仰德大道一段,,TAIFO,111,臺北市,士林區,111臺北市士林區仰德大道一段101號華興中學校門旁候車亭,121.5384175,25.1041311,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Huaxing High School N-Sec. 1, Yangde blvd.",Taipei City,Shilin District,"The bus station near Huaxing High School gate, No. 101, Sec. 1, Yangde Blvd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000028,379530800H,臺北市政府,臺北市公共運輸處,公車站,華興中學-S-仰德大道一段,,TAIFO,111,臺北市,士林區,111臺北市士林區仰德大道一段101號華興中學校門旁對面候車亭,121.5381540,25.1041310,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Huaxing High School S-Sec. 1, Yangde blvd.",Taipei City,Shilin District,"The bus station on the opposite the gate of Huaxing Middle School,No. 101, Sec. 1, Yangde Blvd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000029,379530800H,臺北市政府,臺北市公共運輸處,公車站,富安國小-E-延平北路八段,,TAIFO,111,臺北市,士林區,111臺北市士林區延平北路八段138號對面候車亭,121.4827489,25.1058883,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Fuan Elementary School-E-Sec. 8, Yanping N. Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 138, Sec. 8, Yanping N. Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000030,379530800H,臺北市政府,臺北市公共運輸處,公車站,天母-S1-中山北路七段,,TAIFO,111,臺北市,士林區,111臺北市士林區中山北路七段165之2號候車亭,121.5324550,25.1241980,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Tianmu-S1-Sec. 7, Zhongshan N. Rd.",Taipei City,Shilin District,"The bus station No. 165-2, Sec. 7, Zhongshan N. Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000031,379530800H,臺北市政府,臺北市公共運輸處,公車站,天母棒球場-士東-士東路,,TAIFO,111,臺北市,士林區,111臺北市士林區士東路180號對面候車亭,121.5323940,25.1126910,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Tianmu Baseball Stadium-Shidong-Shidong rd.,Taipei City,Shilin District,"The bus station on the opposite side of No. 180, Shidong Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000032,379530800H,臺北市政府,臺北市公共運輸處,公車站,兒童新樂園-士商路,,TAIFO,111,臺北市,士林區,111臺北市士林區士商路150號旁(兒童新樂園對面)候車亭,121.5152140,25.0962101,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei Children Amusement Park-Shishang rd.,Taipei City,Shilin District,"The bus station near to Shilin High School of Commerce, No. 150, Shishang Rd., Shilin District, Taipei City 111, Taiwan (R.O.C.)"
TPEE000033,379530800H,臺北市政府,臺北市公共運輸處,公車站,東吳大學-E1-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路一段與臨溪路口西南側候車亭,121.5418953,25.0970977,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Soochow University(Chien Mu House)-E1-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the southwest side of Sec. 1, Zhishan Rd and Linxi Rd Intersection, Shilin District, Taipei City 111 , Taiwan (R.O.C.)"
TPEE000034,379530800H,臺北市政府,臺北市公共運輸處,公車站,雨農國小-E-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段105號雨農國小後門對面候車亭,121.5306871,25.1045422,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Yunong Elementary School E-Sec. 1, Zhongcheng Rd.",Taipei City,Shilin District,"The bus station on the opposite side of Yunong Elementary School back gate, No. 105, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000035,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運北門站-S1-塔城街,,TAIFO,103,臺北市,大同區,103臺北市大同區塔城街10號捷運北門1號出口旁候車亭,121.5100754,25.0490126,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Mrt Beimen Station S1-Tacheng st.,Taipei City,Datong District,"The bus station near the MRT Beimen station exit 1 ,No. 10, Tacheng St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)"
TPEE000036,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運北門站-N1-塔城街,,TAIFO,103,臺北市,大同區,103臺北市大同區塔城街10號對面捷運北門2號出口旁候車亭,121.5104866,25.0494408,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Mrt Beimen Station N1-Tacheng st.,Taipei City,Datong District,"The bus station on the opposite side of MRT Beimen station exit 2 ,No. 10, Tacheng St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)"
TPEE000037,379530800H,臺北市政府,臺北市公共運輸處,公車站,台北橋-N-延平北路二段,,TAIFO,103,臺北市,大同區,103臺北市大同區延平北路二段239號前方候車亭,121.5113750,25.0616010,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei Bridge-N-Sec. 2, Yanping N. Rd.",Taipei City,Datong District,"The bus station front of No. 239, Sec. 2, Yanping N. Rd., Datong Dist., Taipei City 103 , Taiwan (R.O.C.)"
TPEE000039,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺北橋-S-延平北路二段,,TAIFO,103,臺北市,大同區,103臺北市大同區延平北路二段266號旁候車亭,121.511215,25.061586,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei Brigde S-Sec. 2, Yanping N. rd.",Taipei City,Datong District,"The bus station next to No. 266, Sec. 2, Yanping N. Rd., Datong Dist., Taipei City?103?, Taiwan (R.O.C.)"
TPEE000040,379530800H,臺北市政府,臺北市公共運輸處,公車站,成淵高中-S-承德路二段,,TAIFO,103,臺北市,大同區,103臺北市大同區承德路二段170號候車亭,121.5181399,25.0610976,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Chengyuan High School S-Sec. 2, Chengde rd.",Taipei City,Datong District,"The bus station front of No. 168, Sec. 2, Chengde Rd., Datong District, Taipei City 103, Taiwan (R.O.C.)"
TPEE000041,379530800H,臺北市政府,臺北市公共運輸處,公車站,青峰活動中心-N-辛亥路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區辛亥路三段223號候車亭,121.5507474,25.0160322,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Qinggong Activity Center N-Sec. 3, Xinhai rd.",Taipei City,Da’an District,"The bus station near No. 223, Sec. 3, Xinhai Rd., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
TPEE000042,379530800H,臺北市政府,臺北市公共運輸處,公車站,龍安國小-N-新生南路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區新生南路三段11號旁候車亭,121.5349095,25.0251906,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Longan Elementary School?-Civil Service?Development Inst. N-Sec. 3, Xinsheng S. rd.",Taipei City,Da’an District,"The bus station near No. 13, Sec. 3, Xinsheng S. Rd., Da’an District, Taipei City 106, Taiwan (R.O.C.)"
TPEE000043,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運公館站-N-羅斯福路四段,,TAIFO,106,臺北市,大安區,106臺北市大安區羅斯福路四段50號對面候車亭,121.5340732,25.0152849,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Mrt Gongguan Station N-Sec. 4, Roosevelt rd.",Taipei City,Da’an District,"The bus station on the opposite side of No. 50, Sec. 4, Roosevelt Rd., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
TPEE000044,379530800H,臺北市政府,臺北市公共運輸處,公車站,龍安國小-S-新生南路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區新生南路三段14之1號候車亭,121.5345611,25.0247053,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Longan Elementary School?-Civil Service?Development Inst. S-Sec. 3, Xinsheng S. rd.",Taipei City,Da’an District,"The bus station near No. 14-1, Sec. 3, Xinsheng S. Rd., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
TPEE000045,379530800H,臺北市政府,臺北市公共運輸處,公車站,公企中心-S-金山南路二段,,TAIFO,106,臺北市,大安區,106臺北市大安區金山南路二段86號旁候車亭,121.5265446,25.0305351,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Center for Public and Business Administration Education-S-Sec. 2, Jinshan S. Rd.",Taipei City,Da’an District,"The bus station next to No. 86, Sec. 2, Jinshan S. Rd., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
TPEE000046,379530800H,臺北市政府,臺北市公共運輸處,公車站,台大綜合體育館-S-新生南路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區新生南路三段40號旁候車亭,121.5341597,25.0215566,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Ntu Sports Center S-Sec. 3, Xinsheng S. rd.",Taipei City,Da’an District,"The bus station next to No. 40, Sec. 3, Xinsheng S. Rd., Da’an Dist., Taipei City?106, Taiwan (R.O.C.)"
TPEE000047,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺大-S1-新生南路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區新生南路三段88號旁候車亭,121.5334532,25.0182362,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"NTU- S-Sec. 3, Xinsheng S. rd.",Taipei City,Da’an District,"The bus station next to No. 88, Sec. 3, Xinsheng S. Rd., Da’an Dist., Taipei City?106?, Taiwan (R.O.C.)"
TPEE000048,379530800H,臺北市政府,臺北市公共運輸處,公車站,和平高中-基隆路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區臥龍街100號旁(基隆路三段本線上)候車亭,121.5476431,25.0197188,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Heping High School-Sec. 3, Keelung Rd.",Taipei City,Da’an District,"The bus station next to  (Sec. 3, Keelung Rd Main Line) No. 100, Wolong St., Da’an Dist., Taipei City 106 , Taiwan "
TPEE000049,379530800H,臺北市政府,臺北市公共運輸處,公車站,正守公園-E-長安東路一段,,TAIFO,104,臺北市,中山區,104臺北市中山區長安東路一段54號往東約40m候車亭,121.5286867,25.0481782,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhengshou Park-E-Sec. 1, Chang'an E. Rd",Taipei City,Zhongshan District,"The bus station about 40m to the east of No. 54, Sec. 1, Chang'an E. Rd., Zhongshan Dist., Taipei City?104?, Taiwan (R.O.C.)"
TPEE000050,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺北大學-E-民生東路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區民生東路三段88巷2號旁(民生東路三段本線)候車亭,121.5427997,25.0576447,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"National Taipei U.-Taipei Campus E-Sec. 3, Minsheng E. rd.",Taipei City,Zhongshan District,"The bus station on the opposite side of No. 67, Sec. 3, Minsheng E. Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000051,379530800H,臺北市政府,臺北市公共運輸處,公車站,美麗華-W1-內湖路一段,,TAIFO,114,臺北市,內湖區,114臺北市內湖區北安路與內湖路一段1巷口西北側候車亭,121.5581130,25.0848350,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Miramar W1-Ln. 1, Sec. 1, Neihu rd.",Taipei City,Neihu District,"The bus station on the northwest side of No. 1, Ln. 1, Sec. 1, Neihu Rd., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000052,379530800H,臺北市政府,臺北市公共運輸處,公車站,長春國小-S-建國北路二段,,TAIFO,104,臺北市,中山區,104臺北市中山區建國北路二段68號旁候車亭,121.5365335,25.054226,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Changchun Elementary School S-Sec. 2, Jianguo N. rd.",Taipei City,Zhongshan District,"The bus station near No. 68, Sec. 2, Jianguo N. Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000053,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺北大學(臺北校區)-W-民生東路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區民生東路三段67號旁候車亭(台北大學資訊大樓旁),121.5417303,25.0579635,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"National Taipei U.-Taipei Campus W-Sec. 3, Minsheng E. Rd.",Taipei City,Zhongshan District,"The bus station next to No. 67, Sec. 3, Minsheng E. Rd., Zhongshan Dist., Taipei City?104?, Taiwan (R.O.C.)(Next toUniversitas Nationalis Taipei Information Building)"
TPEE000054,379530800H,臺北市政府,臺北市公共運輸處,公車站,濱江國中-W-樂群二路,,TAIFO,104,臺北市,中山區,104臺北市中山區樂群二路303號候車亭,121.5614800,25.0801000,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Binjian Jr. High School W-Lequn 2nd rd.,Taipei City,Zhongshan District,"The bus station No. 303, Lequn 2nd Rd., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000055,379530800H,臺北市政府,臺北市公共運輸處,公車站,中山國小-新生-N-新生北路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生南路三段19巷15號旁候車亭,121.5279437,25.0638525,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongshan Elementary School N-Sec. 3, Xinsheng N. rd.",Taipei City,Zhongshan District,"The bus station near No. 15, Sec. 3, Xinsheng N. Rd., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000056,379530800H,臺北市政府,臺北市公共運輸處,公車站,大佳國小-W-濱江街,,TAIFO,104,臺北市,中山區,104臺北市中山區濱江街152之7號對面候車亭,121.5370512,25.0726779,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dajia Elementary School W-Binjiang st.,Taipei City,Zhongshan District,"The bus station on the opposite side of No. 152-6, Binjiang St., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000057,379530800H,臺北市政府,臺北市公共運輸處,公車站,大佳國小-E-濱江街,,TAIFO,104,臺北市,中山區,104臺北市中山區濱江街142號左側候車亭,121.5364766,25.0724326,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dajia Elementary School E-Binjiang st.,Taipei City,Zhongshan District,"The bus station on the left side ofNo. 142, Binjiang St., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000058,379530800H,臺北市政府,臺北市公共運輸處,公車站,大直高中-E-北安路,,TAIFO,104,臺北市,中山區,104臺北市中山區北安路420號旁候車亭,121.5421980,25.0794830,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dazhi High School-E-Bei'an Rd.,Taipei City,Zhongshan District,"The bus station next to No. 420, Bei'an Rd., Zhongshan Dist., Taipei City 104 , Taiwan (R.O.C.)"
TPEE000059,379530800H,臺北市政府,臺北市公共運輸處,公車站,新生公園-W1-民族東路,,TAIFO,104,臺北市,中山區,104臺北市中山區民族東路146號對面候車停,121.5290716,25.0684198,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei Expo Park W-Minzu E. rd.,Taipei City,Zhongshan District,"The bus station on the opposite side of No. 146, Minzu E. Rd., Zhongshan Dist., Taipei City 104 , Taiwan (R.O.C.)"
TPEE000060,379530800H,臺北市政府,臺北市公共運輸處,公車站,大直高中-W-北安路,,TAIFO,104,臺北市,中山區,104臺北市中山區北安路420號斜對面候車亭,121.5436981,25.0797539,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dazhi High School S-Bei’an rd.,Taipei City,Zhongshan District,"The bus station on the opposite side of No. 420, Bei’an Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)"
TPEE000061,379530800H,臺北市政府,臺北市公共運輸處,公車站,吉林國小-S-吉林路,,TAIFO,104,臺北市,中山區,104臺北市中山區吉林路69號對面候車亭,121.5300509,25.0542237,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Jiling Elementart School S-Jilin rd.,Taipei City,Zhongshan District,"The bus station on the opposite side of No. 69, Jilin Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000062,379530800H,臺北市政府,臺北市公共運輸處,公車站,中山國小-新生-S-新生北路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生北路三段12號旁候車亭,121.5275230,25.0634334,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongshan Elementary School S-Sec. 3, Xinsheng N. rd.",Taipei City,Zhongshan District,"The bus station near No. 14, Sec. 3, Xinsheng N. Rd., Zhongshan District, Taipei City 104, TTaiwan (R.O.C.)"
TPEE000063,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運劍南路站-W1-北安路,,TAIFO,104,臺北市,中山區,104臺北市中山區北安路807號前候車亭,121.5546565,25.0853806,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Mrt?Jiannan Rd. Station W1-Bei’an rd.,Taipei City,Zhongshan District,"The bus station near No. 807, Bei’an Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
